track_ID,title,duration_ms,key,mode,tempo,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,time_signature
3iyxVqVFcGPYd96fkunrAk,17,166000,6,0,180.024,0.707,0.52,-7.572,0.0749,0.204,0,0.408,0.491,4
0TK2EY9qEOo7n2c1UGUukJ,18,127112,0,1,170.039,0.607,0.462,-9.644,0.102,0.047,0,0.0831,0.585,4
3wrPaT9MQxCG1LQmNvNRed,18,254508,2,1,179.882,0.632,0.629,-5.935,0.258,0.183,0,0.344,0.207,4
2NTOgJV9uXuIaLfINJ5t7S,20,86361,7,0,134.99,0.863,0.351,-12.713,0.171,0.599,3.01E-06,0.207,0.963,4
1AdXchAT6hBUm5d6y4nKjI,21,170853,3,0,155.992,0.673,0.715,-5.239,0.0891,0.1,0,0.115,0.712,4
3480NGhRuKeuCKSbfySVvh,21,170853,3,0,155.992,0.673,0.715,-5.239,0.0891,0.1,0,0.115,0.712,4
3JKgcAa7r07ocVWcV8bS0H,21,163798,7,1,176.027,0.783,0.479,-10.646,0.541,0.149,0,0.101,0.533,4
1xDRRWdTWa9Kfw30TSnS0k,21.1,320000,1,1,126.017,0.614,0.63,-7.695,0.0323,0.0143,0.822,0.0852,0.0539,3
5ybJm6GczjQOgTqmJ0BomP,22,232120,7,1,208.006,0.662,0.736,-6.511,0.0374,0.00274,0.000844,0.0464,0.674,4
458bJrwMX01fxD2csD1Gfa,22.55,304904,8,1,128.993,0.72,0.803,-10.645,0.052,0.0502,0.879,0.0927,0.107,4
20FZrLl9zSbO9b3DhaqO6M,23,252520,9,1,140.005,0.859,0.599,-5.254,0.0614,0.000362,8.20E-06,0.13,0.319,4
42OBbeHoruO4YVl6sh1FSf,23,221818,6,1,131.985,0.828,0.527,-7.126,0.0945,0.00836,0,0.0962,0.781,4
4L8sddbw6nceYHWOgdcAXf,23,273040,6,0,201.93,0.653,0.451,-5.072,0.0486,0.0592,0,0.106,0.391,4
5zKuIoyWuvXG4l6huLnipY,23,433160,2,1,140.964,0.339,0.778,-4.943,0.0393,0.00564,0.003,0.168,0.127,4
1xQxUhRWSIxqBZ4eW5t3SQ,24,210827,7,1,147.975,0.701,0.45,-12.007,0.333,0.354,0,0.137,0.427,4
2FVMbLuIxo0dz3KLXgN6Jh,24,160952,2,1,126.021,0.842,0.715,-6.03,0.0912,0.0265,0.0554,0.0831,0.428,4
3pX767GK22EHwYEYLNEuoo,24,112943,1,1,136.114,0.884,0.572,-6.229,0.0993,0.0125,0.000359,0.125,0.44,4
1SpNsamrPVcCSoAt1v803A,30,160500,8,1,120.07,0.67,0.732,-7.55,0.264,0.115,0,0.446,0.337,4
2iW6Hb6kfrz2K7EhPibFiq,33,170057,5,0,180.067,0.732,0.462,-10.191,0.406,0.126,0,0.12,0.117,4
5rFva7ZNcT61icb9dXavS1,41,193412,1,0,170.038,0.774,0.744,-3.625,0.133,0.0889,0,0.0741,0.0947,4
0B2e2Ni9R1qqzGP0V1Ome3,43,313520,1,0,128.607,0.642,0.789,-9.474,0.108,0.00793,0.07,0.103,0.153,4
7JW1IHzxCgUb7OOpkD7DnI,44,88536,2,1,124.99,0.817,0.267,-14.763,0.199,0.0738,5.31E-05,0.11,0.153,4
420JGkyLfLUZcgBHKiIK9v,45,250093,7,1,152.132,0.446,0.657,-4.494,0.0262,0.0022,0,0.189,0.215,3
52pbXzS6jMSE2MkDt3F0oT,45,213333,9,0,126.161,0.769,0.491,-8.426,0.0772,0.793,0,0.0845,0.534,4
3FCbHjXSqiytfS5gQQBLlO,47,73900,9,0,166.982,0.846,0.588,-9.187,0.18,0.0109,0,0.114,0.329,4
2wK7y55bzry7tUDmDqYaz7,48,247293,1,1,119.893,0.558,0.887,-8.083,0.276,0.132,0,0.89,0.535,4
3PicUYECM1NXJmR9prw0MF,50,144024,1,1,120.049,0.708,0.263,-16.257,0.0608,0.509,0.558,0.137,0.0397,4
1SD4QhVAZyYOuGecEZbaAJ,61,396443,2,1,132.002,0.765,0.804,-8.283,0.0668,0.000186,0.922,0.112,0.155,4
6tarvNiKnEjYMj1VZhlDqR,66,153475,5,0,148.058,0.667,0.723,-4.31,0.27,0.0455,0.000193,0.213,0.251,4
6oDCP6cOoWR6ST8axo5h3I,72,430649,11,0,126.011,0.843,0.54,-12.795,0.104,0.0446,0.849,0.111,0.215,4
6S7FhjeIvnVM18vzW6Di7R,95,168670,5,1,109.93,0.883,0.54,-9.972,0.0351,0.0238,0.016,0.0409,0.906,4
1v6qWqeNHLyuWRrZXtjs5O,95.5,166250,1,1,185.02,0.738,0.675,-5.543,0.319,0.00724,0,0.111,0.572,4
2mcQbWtgmSsdhpC9lYPjhb,101,408477,4,1,124.994,0.733,0.969,-7.135,0.0485,0.000191,0.238,0.141,0.957,4
5KnorNeZ8tSEJgXTkrH4zS,111,107762,1,1,196.114,0.78,0.433,-10.972,0.263,0.00638,2.26E-06,0.175,0.434,4
0MHPgpKYfTVml3qEXspnLQ,123,170000,9,1,135.993,0.88,0.61,-5.257,0.402,0.196,0,0.105,0.383,4
79sbEaOjDCHHyJPzeXqlHZ,133,290693,8,1,133.022,0.791,0.883,-6.516,0.0996,0.0111,0.918,0.0733,0.193,4
4DdaOUTsCqz4cLK3z92oso,143,206813,11,1,196.078,0.833,0.751,-7.117,0.0854,0.0113,0,0.0235,0.716,4
2gGUJE8gmUaKzfzJNXBaGE,151,192000,9,0,188.7,0.548,0.682,-7.793,0.261,0.0281,1.20E-05,0.157,0.418,4
6no1mklq4BJBg7KJ6Dly7N,212,204957,11,0,126.017,0.847,0.769,-5.761,0.258,0.0145,0.00012,0.0767,0.626,4
2NQEXlo6tt190UuYXM1LOk,223,163536,10,1,129.961,0.85,0.183,-16.45,0.344,0.808,0,0.0975,0.719,4
2RAjEKXmiyPLQuPe2fIvlT,225,192093,11,0,149.786,0.78,0.483,-9.205,0.287,0.597,0,0.0852,0.415,4
19gk2GFIsatcaTjMIwgTwb,242,153600,1,1,150.07,0.813,0.614,-7.819,0.0861,0.00129,0.000438,0.295,0.313,4
3D3JbWONbyniJyY1GNOSd9,289,89105,11,1,145.088,0.8,0.932,-2.15,0.195,0.127,0.000229,0.102,0.856,4
2G9CkogUvsYUfWW3GXwS5S,303,238568,7,0,129.987,0.794,0.851,-4.444,0.0622,0.018,0.254,0.0658,0.402,4
4jCj39R6XEDBAcPaamebNu,305,341808,8,0,174.073,0.272,0.932,-3.85,0.106,0.000202,0.0579,0.388,0.197,4
1UXZHiaPoG7JKBOQ7TZn94,333,280870,2,1,123.177,0.512,0.923,-1.717,0.385,0.438,0,0.231,0.777,4
7AiHzK8gPY2pSOEbhMib9Q,404,206400,10,0,149.776,0.379,0.922,-2.882,0.299,0.00324,0.00678,0.126,0.0791,4
5xJeZ6tLPOXNIrrphEIuay,435,93840,10,0,171.504,0.539,0.804,-5.504,0.172,0.00247,0.000185,0.463,0.798,4
0JZWT15H3PSXcVIHYxGX35,517,197647,5,0,101.775,0.713,0.688,-4.671,0.319,0.315,0,0.0928,0.271,3
6pckOR9O4OAWZmbmjyAt6t,517,184250,11,1,119.992,0.908,0.503,-7.711,0.0474,0.0602,0.00149,0.0808,0.294,4
2z4cwnHBebyWzfOYRFRGXv,556,147200,8,0,150.002,0.868,0.512,-10.708,0.477,0.274,0,0.0706,0.715,4
0QVaxm1puseE2mhmCFzVGh,608,197053,7,1,190.14,0.386,0.935,-5.55,0.602,0.0989,0.00177,0.38,0.193,4
7FoW7q7uZGOHlGi9w5mUxN,608,197053,7,1,190.15,0.386,0.936,-5.551,0.604,0.101,0.00192,0.381,0.193,4
0a58S0ERta0i8nAUuGoMv0,666,145240,8,1,178.096,0.669,0.492,-8.869,0.0876,0.0621,0.000179,0.0868,0.304,4
0jFBwNJzvKR3O3TGAcECYF,666,169409,1,1,130.59,0.545,0.634,-5.875,0.217,0.00452,0,0.2,0.129,4
0zD23ZwlwLgJ0dZ4c3w0AB,666,162462,4,1,129.978,0.926,0.376,-12.123,0.556,0.553,0,0.0987,0.206,4
3mpO4PEpEMrkqhcluWSvh6,666,279320,2,1,165.022,0.866,0.685,-7.521,0.284,0.0106,0,0.0894,0.513,4
2fRoKHW3lzNUKIUTade8nL,745,227560,1,1,118.931,0.785,0.476,-9.805,0.115,0.115,0.00165,0.092,0.223,4
5Ng31FBZTbKPQxl88gEQbr,751,403583,4,1,115.031,0.582,0.659,-8.777,0.257,0.034,2.99E-06,0.0667,0.611,4
4HpsRlpQ7Rj70Jo2d0yYBV,777,163658,0,0,220.29,0.552,0.379,-12.247,0.0744,0.585,0.000141,0.12,0.124,1
7dI3HTnuicC2aKkXigoFS2,777,180707,3,0,169.94,0.793,0.312,-12.01,0.0602,0.325,0.00324,0.111,0.525,4
7GsiNwebfvps7adEh4CNDx,911,154286,9,1,140.044,0.719,0.973,0.735,0.0632,0.00813,0.0377,0.0291,0.719,4
0TxdxC2KjaVPx6ZczLGKwm,911,140064,11,1,130.047,0.748,0.444,-8.739,0.0479,0.197,3.93E-05,0.128,0.0499,4
74Tea7CXNYZoI5NB1HVvwU,911,140064,11,1,130.044,0.741,0.428,-9.253,0.0496,0.246,1.24E-05,0.13,0.0464,4
4yDFhjGlhRcS5Ay8mBYuk5,993,363643,3,1,129.968,0.724,0.675,-12.311,0.074,0.000125,0.774,0.116,0.326,3
5J7oY1Dn3fME9mUEsZtGvd,1000,120000,11,0,116.056,0.782,0.449,-10.708,0.364,0.268,4.11E-05,0.111,0.34,4
3RQRrdjDWOU8CmWaYXs1tG,1755,144130,3,0,189.17,0.477,0.937,-5.264,0.058,0.111,0.906,0.126,0.491,3
7KQ1NKRERZKtIdzyoeeP5H,1922,294429,11,0,135.005,0.602,0.943,-10.739,0.0607,0.00335,0.863,0.14,0.724,4
343G7cL9WfjKOK0dy9hH4m,1968,130560,9,0,170.003,0.451,0.52,-11.778,0.487,0.0652,0,0.339,0.234,4
4UuHWIkAWnN176A2rx7YFB,1985,193000,4,1,119.955,0.607,0.878,-4.422,0.0665,0.000246,0,0.337,0.853,4
5oQcOu1omDykbIPSdSQQNJ,1985,193000,4,1,119.974,0.606,0.887,-4.404,0.0598,0.000242,0,0.337,0.903,4
1hH9EligrZvKUeC2fqcs1D,1987,505900,8,0,133.012,0.49,0.931,-7.464,0.0299,8.49E-05,0.898,0.147,0.87,4
1Y81FXIBApiV4LwbDdCuYw,1989,465000,11,0,128,0.734,0.758,-7.631,0.0508,0.00293,0.851,0.0998,0.0384,4
0BZGEEEqvlhd268jtGuGUI,1992,409687,11,0,128.01,0.634,0.981,-4.423,0.041,4.08E-05,0.894,0.313,0.253,4
1zmEvLcDOKC4WFAVjtzdUr,1992,111902,11,0,163.057,0.857,0.765,-5.204,0.326,0.08,2.44E-06,0.149,0.8,4
562If4OJFL1ptRIfMCEyT7,1992,165172,2,1,124.975,0.829,0.651,-6.248,0.0421,0.0475,0.723,0.102,0.454,4
7pxa5WKkztp6g9fmDRaJRP,1992,202546,7,1,174.08,0.392,0.847,-4.143,0.0467,0.000557,0.00238,0.347,0.525,4
5MDiODh3UVhV2glmiILOGu,1994,369344,10,0,134.993,0.739,0.959,-8.1,0.0576,0.0456,0.89,0.111,0.0381,4
0lXDkLsvRrlMYCHVJDwdfJ,1995,411429,11,1,140.004,0.647,0.956,-11.049,0.0804,0.0954,0.951,0.112,0.0709,4
21IiEw3SqSLLcMmPQt44zC,1995,159057,6,1,180.376,0.798,0.481,-8.435,0.17,0.101,7.03E-06,0.196,0.579,4
3xG5g5oIBgulRRKZHtXvQp,1996,144000,2,1,119.985,0.732,0.523,-10.163,0.081,0.0155,0.883,0.127,0.417,4
7tHGQ2gGsTd50cWYkqm6WU,1998,387428,11,0,139.997,0.571,0.857,-9.382,0.0396,0.000294,0.699,0.33,0.0724,4
3WOBoC54A9wvMsq9GvObLh,1998,408462,5,0,169.091,0.511,0.794,-4.966,0.0729,0.000255,0.651,0.324,0.0352,4
5S8Cci9zkKu0Ct7FMiXVUy,1998,228929,0,1,139.193,0.738,0.442,-14.01,0.358,0.16,0,0.302,0.522,4
6WhAJ7852HcEr7Wl4MAlD3,2006,139311,4,0,125,0.849,0.595,-7.395,0.0354,0.256,0,0.108,0.357,4
2hJf188Sz3XxfBDmYK1IMC,2012,183881,6,0,123.083,0.956,0.427,-7.39,0.447,0.799,0,0.0886,0.271,4
5pfNVT3tJZTg2ljXdyOgrc,2020,144882,6,1,143.949,0.808,0.639,-5.945,0.385,0.616,0,0.103,0.713,4
7aR3nl0ZSGWp3zo0wUjS5S,2029,123509,5,0,170.974,0.592,0.654,-11.155,0.0525,0.137,0,0.109,0.192,4
4uHn3bmeLZiGQ9HEJbqpgA,2083,188966,1,1,113.348,0.562,0.717,-5.845,0.36,0.00215,0,0.0649,0.844,4
7h64vf6ZHMyjxNfWa08T1D,2200,196667,9,0,144.068,0.603,0.888,-6.408,0.234,0.113,0.635,0.137,0.0414,4
1yHqQ7ABCM4GbsprRs8NGO,3005,235663,6,0,165.84,0.681,0.463,-6.542,0.289,0.128,0,0.0769,0.661,4
2ZltjIqztEpZtafc8w0I9t,3005,234215,6,0,166.077,0.472,0.448,-7.272,0.326,0.113,0,0.0914,0.636,4
017jnoUIqZ5nv7YVkJKvMA,3420,306442,9,0,199.996,0.49,0.403,-14.208,0.0329,0.29,0.872,0.0995,0.0418,4
2Z3qqf1hs1569KLe2kSEPp,4400,172800,3,0,150.278,0.472,0.704,-6.5,0.0597,0.0161,0.38,0.275,0.0918,4
3oQV2LqDmYJu6zkULJT1uj,4422,186293,11,0,111.887,0.61,0.229,-12.36,0.0333,0.558,0.0413,0.113,0.19,4
0yzHDoZfJ7QyCDJIa8D0F9,5150,211892,2,1,110.992,0.617,0.744,-9.159,0.0299,0.214,0.873,0.109,0.0461,4
1e3GEwsaXtBNtPfooQimDn,5200,211800,4,1,127.99,0.867,0.545,-5.185,0.413,0.209,0,0.139,0.32,4
7GYTTq1WHj39mL3tUxnpJJ,8300,126149,5,1,122.086,0.639,0.725,-4.573,0.384,0.000761,0,0.121,0.454,4
19u1YfCsS3fjDaMtmsHydf,11911,507975,4,0,138.006,0.613,0.862,-8.727,0.0827,0.0113,0.9,0.719,0.566,4
4zZqVnTVRg3yr4LljJ5u0A,24-Jul,353363,6,0,173.938,0.596,0.883,-6.705,0.0425,0.00031,0.738,0.0994,0.0349,4
56nHZ1uJDju2My8gpg1wth,24-Jul,353363,6,0,173.938,0.596,0.883,-6.705,0.0425,0.00031,0.738,0.0994,0.0349,4
4zvaJ9kEyGoDzJiGzad1SJ,48843,114504,2,1,151.054,0.732,0.35,-12.875,0.21,0.0654,0.46,0.0934,0.0689,4
1dIEfSdax1CHCYgyZ2x5N0,90210,186048,0,1,129.943,0.731,0.264,-17.323,0.0422,0.902,0.818,0.106,0.172,4
3BiEL2MiPGsw6imQiNAHUZ,300000003,345833,2,1,133,0.664,0.982,-9.423,0.0896,0.027,0.899,0.108,0.425,1
1ScHZfMjq9g0JI76FZ19Aw,-lifeline-,198337,8,1,115.024,0.689,0.483,-9.077,0.0532,0.0103,0.847,0.0692,0.282,4
0hux9zb6XUzqpdlPV3UKX0,Сказка,165455,11,1,132.038,0.69,0.579,-8.972,0.0572,0.107,0.00944,0.121,0.227,4
44WHdH6tXllTWAkMHVWFX9,Беломор,57434,10,0,160.019,0.719,0.838,-8.576,0.056,0.00693,0.888,0.112,0.65,4
3dzwxkefk58p6aXC3ADRt9,"Дико, например",168000,6,1,180.146,0.891,0.624,-6.636,0.0789,0.114,0.00711,0.104,0.084,4
2SX2gKgqwbRpVuD4jNmaKS,Грозовые тучи,347209,1,1,128.998,0.723,0.925,-9.767,0.0565,0.00065,0.848,0.099,0.389,4
18hIrODUziu3KyUxeDKlcq,Грустная сука,199664,8,1,119.047,0.528,0.617,-6.123,0.0657,0.202,0.153,0.146,0.0356,4
7EZDAe24BCAl9NGqff1RIO,Зима,228000,2,0,120.025,0.699,0.902,-4.398,0.0679,0.00275,3.27E-06,0.365,0.279,4
4u0R1W5JD6QXV4h4khmS9c,Затмение,184321,5,1,191.972,0.931,0.836,-3.698,0.214,0.0228,8.64E-05,0.0533,0.538,4
2p6vVcEIp4ViPbUbhakvq0,Яма,215500,0,1,212.14,0.616,0.465,-9.338,0.031,0.0979,0.0032,0.0878,0.046,4
6Q1LtmZPFRGNZbH6VdarBQ,Пламя,234000,3,0,136.462,0.299,0.381,-6.951,0.038,0.445,0.0023,0.0932,0.0392,1
5kElIh62XbmpGwfR0cYaZn,Не по пути,156733,10,1,196.03,0.812,0.634,-8.31,0.136,0.45,3.42E-06,0.128,0.609,4
3aU4pt8IzlkSMkOeo5KIjG,Ненависть,178819,6,1,121.018,0.678,0.979,-3.301,0.283,0.0611,0,0.634,0.218,4
4HFtFj7EVj67ChIsf2DS9U,Притворство,149800,11,1,125.078,0.592,0.641,-12.112,0.0655,0.00192,0.714,0.165,0.0396,4
5e5hRYVA6SatSjvDiq9WXs,?,188893,10,0,188.06,0.532,0.629,-7.955,0.371,0.26,0,0.478,0.545,4
0TF7xO08iRaAGNQrt8Mtlm,???????,63746,7,1,160.017,0.676,0.843,-6.365,0.0773,0.00122,0,0.12,0.0373,4
7sjgy8H64VCiBiL1xo8Rqn,?$P2,256743,1,1,174.069,0.746,0.879,-4.006,0.101,0.00118,0.00848,0.18,0.171,4
7ak3daCmGDMTa1DTO0tBdt,... i still hate rappers,55653,5,1,158.193,0.38,0.846,-2.087,0.348,0.00333,0.00304,0.689,0.387,4
5V8wv51BxDqAJWGPCZFEw2,... i still hate rappers (snippet) (+sellgarage),55653,5,1,158.193,0.38,0.846,-2.087,0.348,0.00333,0.00304,0.689,0.387,4
2dkL9ke8SH4YccRGzXFqly,...And So It Was,297866,1,1,136.013,0.593,0.428,-5.687,0.0321,0.0726,0.0906,0.225,0.11,4
23GLgk0r6rKVCic7cCFArg,"...And To Those I Love, Thanks For Sticking Around",168490,2,1,113.978,0.792,0.512,-6.875,0.0408,0.13,8.82E-05,0.14,0.11,4
41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around",168490,2,1,113.978,0.792,0.512,-6.875,0.0408,0.13,8.82E-05,0.14,0.11,4
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,211067,0,0,185.92,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,4
7b7nwSf1awiHmZtRP23oqh,...It Goes On,274238,8,0,151.936,0.423,0.917,-4.852,0.0574,0.000226,0.932,0.342,0.215,4
5RxCC8ecpIb6W9MVrJNmSF,...To Be Loved,182120,8,1,192.094,0.478,0.977,-3.162,0.0751,0.00473,0,0.509,0.482,4
6QzOHhnkwzNuwtWMi0Urys,.38 Special,130588,0,1,136.018,0.854,0.879,-3.748,0.135,0.121,6.62E-06,0.0859,0.383,4
2i3iF4gWSUDRn7OawQIO97,'92,307200,2,1,125.011,0.811,0.878,-6.239,0.0513,0.00262,0.737,0.0453,0.412,4
034dSXepspHaYFW7rZZx1d,'94,213898,7,1,154.272,0.415,0.548,-8.563,0.285,0.224,0,0.122,0.528,4
1rigvEOBalxC1oEJ7GQhFt,'96 Bulls,174757,1,0,166.145,0.524,0.768,-8.333,0.47,0.437,0,0.103,0.475,4
3cPpBWJxHQmfFw2kwPZt6g,'96 Neve Campbell,201227,1,1,198.574,0.763,0.613,-8.276,0.344,0.0468,0,0.3,0.436,4
1qzlwbV6SwHYOR3mhu6ZEd,'97 Hov,250737,1,1,159.17,0.462,0.517,-12.017,0.369,0.47,0,0.147,0.656,4
58izXQeRORbHq7PyMhyYzz,'97 Leo 2,113684,10,1,151.998,0.755,0.763,-7.637,0.288,0.0239,0,0.149,0.501,4
5b21ISjRaMxvSmJoktum6G,'Enough.',97411,2,0,122.701,0.412,0.326,-11.826,0.066,0.0444,0.000234,0.0932,0.0383,4
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,297787,1,1,171.447,0.548,0.847,-3.237,0.186,0.0622,0,0.0816,0.1,4
6yr8GiTHWvFfi4o6Q5ebdT,'Till I Collapse,297893,1,1,171.411,0.551,0.851,-3.277,0.197,0.0748,0,0.0784,0.1,4
5lvli7niAMzfjJOsZczMNK,'You said you love me...',140758,10,0,163.46,0.411,0.334,-11.784,0.123,0.579,0,0.0868,0.0373,4
6NbTyTg6wr0R5TRETBPIqg,• 100 Roses,151173,6,0,144.168,0.72,0.585,-8.144,0.432,0.0586,0,0.675,0.815,4
2etzbHkMBHLgaDHC7kkkEl,• I Know,216253,8,0,120.06,0.851,0.49,-8.771,0.157,0.21,0,0.102,0.355,4
4dtMOa6k8NX6ug6JIC8lmR,• SOUL SEARCHER,124227,5,1,139.9,0.415,0.55,-9.173,0.271,0.54,0.000193,0.916,0.601,4
3Tr4G2UOXlKkSq6NI3OJaz,• Tales,202067,7,1,108.008,0.763,0.489,-10.542,0.122,0.0369,0,0.167,0.622,4
7pQi9lwATNWDfNwtyMXUtm,• TEMPTED,222573,4,0,204.022,0.844,0.488,-7.834,0.255,0.0572,0,0.209,0.298,4
389jJeNsu2sZ9vBwbwZiMH,"""Life""",144960,1,1,160.006,0.649,0.612,-9.486,0.325,0.403,1.04E-05,0.135,0.436,4
2LT3JXsoCbsclzjVM7wwnE,"""Quarter Century Freestyle""",204251,9,0,134.068,0.829,0.714,-4.25,0.12,0.178,0,0.0434,0.538,4
3rG8ZkmKHb4Ms6CsSzEITv,"""The Take Over, The Breaks Over""",213587,9,1,149.948,0.609,0.917,-2.563,0.0477,0.00614,1.96E-05,0.0775,0.67,4
4zCfMDdf5QXPKEqxdinXvB,"""The Take Over, The Breaks Over""",213587,9,1,149.948,0.609,0.917,-2.563,0.0477,0.00614,1.96E-05,0.0775,0.67,4
67vviiuCH84lae8gjhNI1d,"""The Take Over, The Breaks Over""",213587,9,1,149.937,0.602,0.927,-2.533,0.0455,0.00482,3.49E-05,0.0614,0.67,4
2CBCJNcU7dVaoWnflHg0e7,ムスティネ,144847,1,1,179.84,0.834,0.414,-16.159,0.358,0.000406,0.000557,0.0843,0.231,4
2mgEQhQzbftDf4XoS6UWyO,(BONUS) Coinstar (Prod. by Fleece),164800,5,0,197.568,0.581,0.383,-13.674,0.0474,0.878,6.57E-05,0.112,0.215,4
